Input Board,decision,Output Board,Input Graph,Output Graph
       OX,5,    X  OX,"[[0, 0, 0], [0, 0, 0], [0, 2, 1]]","[[0, 0, 0], [0, 1, 0], [0, 2, 1]]"
OX XXOXOO,3,OXXXXOXOO,"[[2, 1, 0], [1, 1, 2], [1, 2, 2]]","[[2, 1, 1], [1, 1, 2], [1, 2, 2]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
         ,5,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
X XX  OO ,2,XOXX  OO ,"[[1, 0, 1], [1, 0, 0], [2, 2, 0]]","[[1, 2, 1], [1, 0, 0], [2, 2, 0]]"
 XX OO  X,4, XXOOO  X,"[[0, 1, 1], [0, 2, 2], [0, 0, 1]]","[[0, 1, 1], [2, 2, 2], [0, 0, 1]]"
OXOXOO XX,7,OXOXOOXXX,"[[2, 1, 2], [1, 2, 2], [0, 1, 1]]","[[2, 1, 2], [1, 2, 2], [1, 1, 1]]"
XO   OXX ,9,XO   OXXO,"[[1, 2, 0], [0, 0, 2], [1, 1, 0]]","[[1, 2, 0], [0, 0, 2], [1, 1, 2]]"
 OOX   X ,1,XOOX   X ,"[[0, 2, 2], [1, 0, 0], [0, 1, 0]]","[[1, 2, 2], [1, 0, 0], [0, 1, 0]]"
XO  X XO ,6,XO  XOXO ,"[[1, 2, 0], [0, 1, 0], [1, 2, 0]]","[[1, 2, 0], [0, 1, 2], [1, 2, 0]]"
  X OXOX ,9,  X OXOXO,"[[0, 0, 1], [0, 2, 1], [2, 1, 0]]","[[0, 0, 1], [0, 2, 1], [2, 1, 2]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
   O  X  ,5,   OX X  ,"[[0, 0, 0], [2, 0, 0], [1, 0, 0]]","[[0, 0, 0], [2, 1, 0], [1, 0, 0]]"
XOOX XOOX,5,XOOXXXOOX,"[[1, 2, 2], [1, 0, 1], [2, 2, 1]]","[[1, 2, 2], [1, 1, 1], [2, 2, 1]]"
OXX O   X,6,OXX OO  X,"[[2, 1, 1], [0, 2, 0], [0, 0, 1]]","[[2, 1, 1], [0, 2, 2], [0, 0, 1]]"
OXO OXX X,8,OXO OXXOX,"[[2, 1, 2], [0, 2, 1], [1, 0, 1]]","[[2, 1, 2], [0, 2, 1], [1, 2, 1]]"
         ,5,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
XOX   O  ,9,XOX   O X,"[[1, 2, 1], [0, 0, 0], [2, 0, 0]]","[[1, 2, 1], [0, 0, 0], [2, 0, 1]]"
     X   ,9,     X  O,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 2]]"
O X X  O ,9,O X X  OX,"[[2, 0, 1], [0, 1, 0], [0, 2, 0]]","[[2, 0, 1], [0, 1, 0], [0, 2, 1]]"
OXOX  OX ,5,OXOXX OX ,"[[2, 1, 2], [1, 0, 0], [2, 1, 0]]","[[2, 1, 2], [1, 1, 0], [2, 1, 0]]"
XOXO O  X,5,XOXOXO  X,"[[1, 2, 1], [2, 0, 2], [0, 0, 1]]","[[1, 2, 1], [2, 1, 2], [0, 0, 1]]"
O XOX  OX,7,O XOX XOX,"[[2, 0, 1], [2, 1, 0], [0, 2, 1]]","[[2, 0, 1], [2, 1, 0], [1, 2, 1]]"
 XOX  X O,1,OXOX  X O,"[[0, 1, 2], [1, 0, 0], [1, 0, 2]]","[[2, 1, 2], [1, 0, 0], [1, 0, 2]]"
  OXO X  ,9,  OXO X X,"[[0, 0, 2], [1, 2, 0], [1, 0, 0]]","[[0, 0, 2], [1, 2, 0], [1, 0, 1]]"
O O XOX X,8,O O XOXXX,"[[2, 0, 2], [0, 1, 2], [1, 0, 1]]","[[2, 0, 2], [0, 1, 2], [1, 1, 1]]"
OX OXO  X,8,OX OXO XX,"[[2, 1, 0], [2, 1, 2], [0, 0, 1]]","[[2, 1, 0], [2, 1, 2], [0, 1, 1]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
 OOXOX  X,1,XOOXOX  X,"[[0, 2, 2], [1, 2, 1], [0, 0, 1]]","[[1, 2, 2], [1, 2, 1], [0, 0, 1]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 OX    X ,9, OX    XO,"[[0, 2, 1], [0, 0, 0], [0, 1, 0]]","[[0, 2, 1], [0, 0, 0], [0, 1, 2]]"
  X OO  X,4,  XXOO  X,"[[0, 0, 1], [0, 2, 2], [0, 0, 1]]","[[0, 0, 1], [1, 2, 2], [0, 0, 1]]"
O X  XXOO,5,O X XXXOO,"[[2, 0, 1], [0, 0, 1], [1, 2, 2]]","[[2, 0, 1], [0, 1, 1], [1, 2, 2]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
XXOXOO OX,7,XXOXOOXOX,"[[1, 1, 2], [1, 2, 2], [0, 2, 1]]","[[1, 1, 2], [1, 2, 2], [1, 2, 1]]"
 OX OOX X,8, OX OOXXX,"[[0, 2, 1], [0, 2, 2], [1, 0, 1]]","[[0, 2, 1], [0, 2, 2], [1, 1, 1]]"
   XX  O ,7,   XX OO ,"[[0, 0, 0], [1, 1, 0], [0, 2, 0]]","[[0, 0, 0], [1, 1, 0], [2, 2, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
XXOO  O X,5,XXOOX O X,"[[1, 1, 2], [2, 0, 0], [2, 0, 1]]","[[1, 1, 2], [2, 1, 0], [2, 0, 1]]"
O OX XOX ,5,O OXXXOX ,"[[2, 0, 2], [1, 0, 1], [2, 1, 0]]","[[2, 0, 2], [1, 1, 1], [2, 1, 0]]"
 XO X   O,6, XO XX  O,"[[0, 1, 2], [0, 1, 0], [0, 0, 2]]","[[0, 1, 2], [0, 1, 1], [0, 0, 2]]"
O   XXOOX,3,O X XXOOX,"[[2, 0, 0], [0, 1, 1], [2, 2, 1]]","[[2, 0, 1], [0, 1, 1], [2, 2, 1]]"
  X  X  O,8,  X  X OO,"[[0, 0, 1], [0, 0, 1], [0, 0, 2]]","[[0, 0, 1], [0, 0, 1], [0, 2, 2]]"
      X O,1,X     X O,"[[0, 0, 0], [0, 0, 0], [1, 0, 2]]","[[1, 0, 0], [0, 0, 0], [1, 0, 2]]"
OOXO  XX ,6,OOXO XXX ,"[[2, 2, 1], [2, 0, 0], [1, 1, 0]]","[[2, 2, 1], [2, 0, 1], [1, 1, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 XO X X O,6, XO XOX O,"[[0, 1, 2], [0, 1, 0], [1, 0, 2]]","[[0, 1, 2], [0, 1, 2], [1, 0, 2]]"
O      X ,7,O     XX ,"[[2, 0, 0], [0, 0, 0], [0, 1, 0]]","[[2, 0, 0], [0, 0, 0], [1, 1, 0]]"
 O XXOX  ,3, OOXXOX  ,"[[0, 2, 0], [1, 1, 2], [1, 0, 0]]","[[0, 2, 2], [1, 1, 2], [1, 0, 0]]"
   X     ,6,   X O   ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 2], [0, 0, 0]]"
XXO X  OO,6,XXO XX OO,"[[1, 1, 2], [0, 1, 0], [0, 2, 2]]","[[1, 1, 2], [0, 1, 1], [0, 2, 2]]"
OX X OO X,8,OX X OOXX,"[[2, 1, 0], [1, 0, 2], [2, 0, 1]]","[[2, 1, 0], [1, 0, 2], [2, 1, 1]]"
 X  OX   ,3, XO OX   ,"[[0, 1, 0], [0, 2, 1], [0, 0, 0]]","[[0, 1, 2], [0, 2, 1], [0, 0, 0]]"
 X  XO   ,7, X  XOO  ,"[[0, 1, 0], [0, 1, 2], [0, 0, 0]]","[[0, 1, 0], [0, 1, 2], [2, 0, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
     O X ,5,    XO X ,"[[0, 0, 0], [0, 0, 2], [0, 1, 0]]","[[0, 0, 0], [0, 1, 2], [0, 1, 0]]"
X XO   O ,9,X XO   OX,"[[1, 0, 1], [2, 0, 0], [0, 2, 0]]","[[1, 0, 1], [2, 0, 0], [0, 2, 1]]"
  XOOX X ,9,  XOOX XO,"[[0, 0, 1], [2, 2, 1], [0, 1, 0]]","[[0, 0, 1], [2, 2, 1], [0, 1, 2]]"
X  OXXO O,8,X  OXXOXO,"[[1, 0, 0], [2, 1, 1], [2, 0, 2]]","[[1, 0, 0], [2, 1, 1], [2, 1, 2]]"
         ,5, X       ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]"
 OXX XO O,5, OXXXXO O,"[[0, 2, 1], [1, 0, 1], [2, 0, 2]]","[[0, 2, 1], [1, 1, 1], [2, 0, 2]]"
XOO X XXO,6,XOO XOXXO,"[[1, 2, 2], [0, 1, 0], [1, 1, 2]]","[[1, 2, 2], [0, 1, 2], [1, 1, 2]]"
 X O   X ,5, X OO  X ,"[[0, 1, 0], [2, 0, 0], [0, 1, 0]]","[[0, 1, 0], [2, 2, 0], [0, 1, 0]]"
   O X   ,9,   O X  X,"[[0, 0, 0], [2, 0, 1], [0, 0, 0]]","[[0, 0, 0], [2, 0, 1], [0, 0, 1]]"
         ,5,   X     ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [0, 0, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
X O O   X,7,X O O X X,"[[1, 0, 2], [0, 2, 0], [0, 0, 1]]","[[1, 0, 2], [0, 2, 0], [1, 0, 1]]"
X O X X O,6,X O XOX O,"[[1, 0, 2], [0, 1, 0], [1, 0, 2]]","[[1, 0, 2], [0, 1, 2], [1, 0, 2]]"
 XOX XO  ,5, XOXOXO  ,"[[0, 1, 2], [1, 0, 1], [2, 0, 0]]","[[0, 1, 2], [1, 2, 1], [2, 0, 0]]"
OXO XXO  ,4,OXOXXXO  ,"[[2, 1, 2], [0, 1, 1], [2, 0, 0]]","[[2, 1, 2], [1, 1, 1], [2, 0, 0]]"
         ,5,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
O O XOX X,8,O O XOXXX,"[[2, 0, 2], [0, 1, 2], [1, 0, 1]]","[[2, 0, 2], [0, 1, 2], [1, 1, 1]]"
XO XO  X ,7,XO XO OX ,"[[1, 2, 0], [1, 2, 0], [0, 1, 0]]","[[1, 2, 0], [1, 2, 0], [2, 1, 0]]"
 X  X O O,8, X  X OXO,"[[0, 1, 0], [0, 1, 0], [2, 0, 2]]","[[0, 1, 0], [0, 1, 0], [2, 1, 2]]"
  X    XO,2, OX    XO,"[[0, 0, 1], [0, 0, 0], [0, 1, 2]]","[[0, 2, 1], [0, 0, 0], [0, 1, 2]]"
 X      O,3, XX     O,"[[0, 1, 0], [0, 0, 0], [0, 0, 2]]","[[0, 1, 1], [0, 0, 0], [0, 0, 2]]"
 X  O XO ,1,XX  O XO ,"[[0, 1, 0], [0, 2, 0], [1, 2, 0]]","[[1, 1, 0], [0, 2, 0], [1, 2, 0]]"
OXOX XOX ,5,OXOXOXOX ,"[[2, 1, 2], [1, 0, 1], [2, 1, 0]]","[[2, 1, 2], [1, 2, 1], [2, 1, 0]]"
    X  O ,9,    X  OX,"[[0, 0, 0], [0, 1, 0], [0, 2, 0]]","[[0, 0, 0], [0, 1, 0], [0, 2, 1]]"
OOXXO X  ,9,OOXXO X X,"[[2, 2, 1], [1, 2, 0], [1, 0, 0]]","[[2, 2, 1], [1, 2, 0], [1, 0, 1]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
   X O   ,5,   XXO   ,"[[0, 0, 0], [1, 0, 2], [0, 0, 0]]","[[0, 0, 0], [1, 1, 2], [0, 0, 0]]"
XOOX   X ,6,XOOX O X ,"[[1, 2, 2], [1, 0, 0], [0, 1, 0]]","[[1, 2, 2], [1, 0, 2], [0, 1, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
 X       ,8, X     O ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 2, 0]]"
XX  O O X,3,XXO O O X,"[[1, 1, 0], [0, 2, 0], [2, 0, 1]]","[[1, 1, 2], [0, 2, 0], [2, 0, 1]]"
O X  X   ,5,O X OX   ,"[[2, 0, 1], [0, 0, 1], [0, 0, 0]]","[[2, 0, 1], [0, 2, 1], [0, 0, 0]]"
XOXO   OX,5,XOXOX  OX,"[[1, 2, 1], [2, 0, 0], [0, 2, 1]]","[[1, 2, 1], [2, 1, 0], [0, 2, 1]]"
 OX X    ,9, OX X   O,"[[0, 2, 1], [0, 1, 0], [0, 0, 0]]","[[0, 2, 1], [0, 1, 0], [0, 0, 2]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
  XXXO  O,7,  XXXOO O,"[[0, 0, 1], [1, 1, 2], [0, 0, 2]]","[[0, 0, 1], [1, 1, 2], [2, 0, 2]]"
  XXO    ,2, OXXO    ,"[[0, 0, 1], [1, 2, 0], [0, 0, 0]]","[[0, 2, 1], [1, 2, 0], [0, 0, 0]]"
    O  X ,6,    OX X ,"[[0, 0, 0], [0, 2, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 1], [0, 1, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
    X    ,7,    X O  ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [2, 0, 0]]"
X X OO  X,2,XOX OO  X,"[[1, 0, 1], [0, 2, 2], [0, 0, 1]]","[[1, 2, 1], [0, 2, 2], [0, 0, 1]]"
XX XOXOO ,9,XX XOXOOO,"[[1, 1, 0], [1, 2, 1], [2, 2, 0]]","[[1, 1, 0], [1, 2, 1], [2, 2, 2]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
OOXX OXOX,5,OOXXXOXOX,"[[2, 2, 1], [1, 0, 2], [1, 2, 1]]","[[2, 2, 1], [1, 1, 2], [1, 2, 1]]"
   X  X O,5,   XO X O,"[[0, 0, 0], [1, 0, 0], [1, 0, 2]]","[[0, 0, 0], [1, 2, 0], [1, 0, 2]]"
O OXXOOXX,2,OXOXXOOXX,"[[2, 0, 2], [1, 1, 2], [2, 1, 1]]","[[2, 1, 2], [1, 1, 2], [2, 1, 1]]"
 OO X  XX,1,OOO X  XX,"[[0, 2, 2], [0, 1, 0], [0, 1, 1]]","[[2, 2, 2], [0, 1, 0], [0, 1, 1]]"
 XOX OOXX,5, XOXOOOXX,"[[0, 1, 2], [1, 0, 2], [2, 1, 1]]","[[0, 1, 2], [1, 2, 2], [2, 1, 1]]"
 XO  X OX,1,OXO  X OX,"[[0, 1, 2], [0, 0, 1], [0, 2, 1]]","[[2, 1, 2], [0, 0, 1], [0, 2, 1]]"
O    OXX ,3,O X  OXX ,"[[2, 0, 0], [0, 0, 2], [1, 1, 0]]","[[2, 0, 1], [0, 0, 2], [1, 1, 0]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
XX  XOXOO,3,XXO XOXOO,"[[1, 1, 0], [0, 1, 2], [1, 2, 2]]","[[1, 1, 2], [0, 1, 2], [1, 2, 2]]"
X  XOO OX,2,XX XOO OX,"[[1, 0, 0], [1, 2, 2], [0, 2, 1]]","[[1, 1, 0], [1, 2, 2], [0, 2, 1]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
XO   XOXO,5,XO  XXOXO,"[[1, 2, 0], [0, 0, 1], [2, 1, 2]]","[[1, 2, 0], [0, 1, 1], [2, 1, 2]]"
 XXO  XOO,1,XXXO  XOO,"[[0, 1, 1], [2, 0, 0], [1, 2, 2]]","[[1, 1, 1], [2, 0, 0], [1, 2, 2]]"
  O   X  ,1,X O   X  ,"[[0, 0, 2], [0, 0, 0], [1, 0, 0]]","[[1, 0, 2], [0, 0, 0], [1, 0, 0]]"
O X OOX X,8,O X OOXXX,"[[2, 0, 1], [0, 2, 2], [1, 0, 1]]","[[2, 0, 1], [0, 2, 2], [1, 1, 1]]"
XOOXOO XX,7,XOOXOOXXX,"[[1, 2, 2], [1, 2, 2], [0, 1, 1]]","[[1, 2, 2], [1, 2, 2], [1, 1, 1]]"
 XXXOO   ,1,OXXXOO   ,"[[0, 1, 1], [1, 2, 2], [0, 0, 0]]","[[2, 1, 1], [1, 2, 2], [0, 0, 0]]"
X X  OO X,5,X X OOO X,"[[1, 0, 1], [0, 0, 2], [2, 0, 1]]","[[1, 0, 1], [0, 2, 2], [2, 0, 1]]"
      OXX,4,   O  OXX,"[[0, 0, 0], [0, 0, 0], [2, 1, 1]]","[[0, 0, 0], [2, 0, 0], [2, 1, 1]]"
XO O X XO,7,XO O XXXO,"[[1, 2, 0], [2, 0, 1], [0, 1, 2]]","[[1, 2, 0], [2, 0, 1], [1, 1, 2]]"
      XO ,5,    X XO ,"[[0, 0, 0], [0, 0, 0], [1, 2, 0]]","[[0, 0, 0], [0, 1, 0], [1, 2, 0]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 O      X,3, OX     X,"[[0, 2, 0], [0, 0, 0], [0, 0, 1]]","[[0, 2, 1], [0, 0, 0], [0, 0, 1]]"
  OX XOX ,5,  OXOXOX ,"[[0, 0, 2], [1, 0, 1], [2, 1, 0]]","[[0, 0, 2], [1, 2, 1], [2, 1, 0]]"
   XO  X ,7,   XO OX ,"[[0, 0, 0], [1, 2, 0], [0, 1, 0]]","[[0, 0, 0], [1, 2, 0], [2, 1, 0]]"
XX OOXOX ,3,XXOOOXOX ,"[[1, 1, 0], [2, 2, 1], [2, 1, 0]]","[[1, 1, 2], [2, 2, 1], [2, 1, 0]]"
X     O  ,3,X X   O  ,"[[1, 0, 0], [0, 0, 0], [2, 0, 0]]","[[1, 0, 1], [0, 0, 0], [2, 0, 0]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
  O  X XO,5,  O XX XO,"[[0, 0, 2], [0, 0, 1], [0, 1, 2]]","[[0, 0, 2], [0, 1, 1], [0, 1, 2]]"
O X     X,7,O X   O X,"[[2, 0, 1], [0, 0, 0], [0, 0, 1]]","[[2, 0, 1], [0, 0, 0], [2, 0, 1]]"
 O OXXX O,3, OXOXXX O,"[[0, 2, 0], [2, 1, 1], [1, 0, 2]]","[[0, 2, 1], [2, 1, 1], [1, 0, 2]]"
X OOOX XX,7,X OOOXOXX,"[[1, 0, 2], [2, 2, 1], [0, 1, 1]]","[[1, 0, 2], [2, 2, 1], [2, 1, 1]]"
       X ,7,      OX ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 0, 0], [2, 1, 0]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
    XX O ,1,O   XX O ,"[[0, 0, 0], [0, 1, 1], [0, 2, 0]]","[[2, 0, 0], [0, 1, 1], [0, 2, 0]]"
 XOO XOX ,5, XOOXXOX ,"[[0, 1, 2], [2, 0, 1], [2, 1, 0]]","[[0, 1, 2], [2, 1, 1], [2, 1, 0]]"
 XOOXOX  ,9, XOOXOX X,"[[0, 1, 2], [2, 1, 2], [1, 0, 0]]","[[0, 1, 2], [2, 1, 2], [1, 0, 1]]"
      OX ,1,X     OX ,"[[0, 0, 0], [0, 0, 0], [2, 1, 0]]","[[1, 0, 0], [0, 0, 0], [2, 1, 0]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
  O X XO ,4,  OXX XO ,"[[0, 0, 2], [0, 1, 0], [1, 2, 0]]","[[0, 0, 2], [1, 1, 0], [1, 2, 0]]"
X O XOX  ,9,X O XOX O,"[[1, 0, 2], [0, 1, 2], [1, 0, 0]]","[[1, 0, 2], [0, 1, 2], [1, 0, 2]]"
OXOX  XO ,9,OXOX  XOX,"[[2, 1, 2], [1, 0, 0], [1, 2, 0]]","[[2, 1, 2], [1, 0, 0], [1, 2, 1]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
X  X X OO,7,X  X XOOO,"[[1, 0, 0], [1, 0, 1], [0, 2, 2]]","[[1, 0, 0], [1, 0, 1], [2, 2, 2]]"
 XXO OXXO,5, XXOOOXXO,"[[0, 1, 1], [2, 0, 2], [1, 1, 2]]","[[0, 1, 1], [2, 2, 2], [1, 1, 2]]"
    XOX O,3,  X XOX O,"[[0, 0, 0], [0, 1, 2], [1, 0, 2]]","[[0, 0, 1], [0, 1, 2], [1, 0, 2]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
O   X    ,6,O   XX   ,"[[2, 0, 0], [0, 1, 0], [0, 0, 0]]","[[2, 0, 0], [0, 1, 1], [0, 0, 0]]"
  X    XO,2, OX    XO,"[[0, 0, 1], [0, 0, 0], [0, 1, 2]]","[[0, 2, 1], [0, 0, 0], [0, 1, 2]]"
 X OX O X,1,OX OX O X,"[[0, 1, 0], [2, 1, 0], [2, 0, 1]]","[[2, 1, 0], [2, 1, 0], [2, 0, 1]]"
OXXO   XO,5,OXXOX  XO,"[[2, 1, 1], [2, 0, 0], [0, 1, 2]]","[[2, 1, 1], [2, 1, 0], [0, 1, 2]]"
X   OXXOO,2,XX  OXXOO,"[[1, 0, 0], [0, 2, 1], [1, 2, 2]]","[[1, 1, 0], [0, 2, 1], [1, 2, 2]]"
   X  XO ,5,   XO XO ,"[[0, 0, 0], [1, 0, 0], [1, 2, 0]]","[[0, 0, 0], [1, 2, 0], [1, 2, 0]]"
 OXOX O X,6, OXOXXO X,"[[0, 2, 1], [2, 1, 0], [2, 0, 1]]","[[0, 2, 1], [2, 1, 1], [2, 0, 1]]"
 OXO XXXO,5, OXOOXXXO,"[[0, 2, 1], [2, 0, 1], [1, 1, 2]]","[[0, 2, 1], [2, 2, 1], [1, 1, 2]]"
X X XO OO,2,XXX XO OO,"[[1, 0, 1], [0, 1, 2], [0, 2, 2]]","[[1, 1, 1], [0, 1, 2], [0, 2, 2]]"
 X  O  X ,4, X OO  X ,"[[0, 1, 0], [0, 2, 0], [0, 1, 0]]","[[0, 1, 0], [2, 2, 0], [0, 1, 0]]"
X    OX O,3,X X  OX O,"[[1, 0, 0], [0, 0, 2], [1, 0, 2]]","[[1, 0, 1], [0, 0, 2], [1, 0, 2]]"
 OX   X O,4, OXX  X O,"[[0, 2, 1], [0, 0, 0], [1, 0, 2]]","[[0, 2, 1], [1, 0, 0], [1, 0, 2]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
XOX  XXOO,5,XOX OXXOO,"[[1, 2, 1], [0, 0, 1], [1, 2, 2]]","[[1, 2, 1], [0, 2, 1], [1, 2, 2]]"
  X O    ,6,  X OX   ,"[[0, 0, 1], [0, 2, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 1], [0, 0, 0]]"
OX       ,4,OX X     ,"[[2, 1, 0], [0, 0, 0], [0, 0, 0]]","[[2, 1, 0], [1, 0, 0], [0, 0, 0]]"
X   XXOO ,9,X   XXOOO,"[[1, 0, 0], [0, 1, 1], [2, 2, 0]]","[[1, 0, 0], [0, 1, 1], [2, 2, 2]]"
OXXX OOOX,5,OXXXXOOOX,"[[2, 1, 1], [1, 0, 2], [2, 2, 1]]","[[2, 1, 1], [1, 1, 2], [2, 2, 1]]"
X   X   O,3,X O X   O,"[[1, 0, 0], [0, 1, 0], [0, 0, 2]]","[[1, 0, 2], [0, 1, 0], [0, 0, 2]]"
   X   O ,5,   XX  O ,"[[0, 0, 0], [1, 0, 0], [0, 2, 0]]","[[0, 0, 0], [1, 1, 0], [0, 2, 0]]"
XX  O    ,3,XXO O    ,"[[1, 1, 0], [0, 2, 0], [0, 0, 0]]","[[1, 1, 2], [0, 2, 0], [0, 0, 0]]"
O O X X  ,2,OXO X X  ,"[[2, 0, 2], [0, 1, 0], [1, 0, 0]]","[[2, 1, 2], [0, 1, 0], [1, 0, 0]]"
XOXO O XX,5,XOXOOO XX,"[[1, 2, 1], [2, 0, 2], [0, 1, 1]]","[[1, 2, 1], [2, 2, 2], [0, 1, 1]]"
 O OXXO X,1,XO OXXO X,"[[0, 2, 0], [2, 1, 1], [2, 0, 1]]","[[1, 2, 0], [2, 1, 1], [2, 0, 1]]"
   X  O X,5,   XO O X,"[[0, 0, 0], [1, 0, 0], [2, 0, 1]]","[[0, 0, 0], [1, 2, 0], [2, 0, 1]]"
OX  O X X,8,OX  O XOX,"[[2, 1, 0], [0, 2, 0], [1, 0, 1]]","[[2, 1, 0], [0, 2, 0], [1, 2, 1]]"
 X O     ,5, X OX    ,"[[0, 1, 0], [2, 0, 0], [0, 0, 0]]","[[0, 1, 0], [2, 1, 0], [0, 0, 0]]"
   X O   ,3,  XX O   ,"[[0, 0, 0], [1, 0, 2], [0, 0, 0]]","[[0, 0, 1], [1, 0, 2], [0, 0, 0]]"
 XO  X XO,5, XO OX XO,"[[0, 1, 2], [0, 0, 1], [0, 1, 2]]","[[0, 1, 2], [0, 2, 1], [0, 1, 2]]"
O OXX OXX,2,OOOXX OXX,"[[2, 0, 2], [1, 1, 0], [2, 1, 1]]","[[2, 2, 2], [1, 1, 0], [2, 1, 1]]"
  X O    ,2, XX O    ,"[[0, 0, 1], [0, 2, 0], [0, 0, 0]]","[[0, 1, 1], [0, 2, 0], [0, 0, 0]]"
X XO O XO,5,X XOXO XO,"[[1, 0, 1], [2, 0, 2], [0, 1, 2]]","[[1, 0, 1], [2, 1, 2], [0, 1, 2]]"
